image_id,image_filename,file_path,true_label,generator_model,art_style,source_folder
real_0252,0_062282.png,images/real/general_art/0_062282.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0253,0_063977.png,images/real/general_art/0_063977.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0254,0_061756.png,images/real/general_art/0_061756.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0255,0_064418.png,images/real/general_art/0_064418.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0256,0_061084.png,images/real/general_art/0_061084.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0257,0_064678.png,images/real/general_art/0_064678.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0258,0_064721.png,images/real/general_art/0_064721.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0259,0_063873.png,images/real/general_art/0_063873.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0260,0_061991.png,images/real/general_art/0_061991.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0261,0_063875.png,images/real/general_art/0_063875.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0262,0_063335.png,images/real/general_art/0_063335.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0263,0_061560.png,images/real/general_art/0_061560.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0264,0_060773.png,images/real/general_art/0_060773.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0265,0_060795.png,images/real/general_art/0_060795.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0266,0_063532.png,images/real/general_art/0_063532.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0267,0_062903.png,images/real/general_art/0_062903.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0268,0_063470.png,images/real/general_art/0_063470.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0269,0_063368.png,images/real/general_art/0_063368.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0270,0_063826.png,images/real/general_art/0_063826.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0271,0_060444.png,images/real/general_art/0_060444.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0272,0_060807.png,images/real/general_art/0_060807.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0273,0_060497.png,images/real/general_art/0_060497.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0274,0_063299.png,images/real/general_art/0_063299.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0275,0_062780.png,images/real/general_art/0_062780.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0276,0_060896.png,images/real/general_art/0_060896.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0277,0_062037.png,images/real/general_art/0_062037.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0278,0_061570.png,images/real/general_art/0_061570.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0279,0_061559.png,images/real/general_art/0_061559.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0280,0_064394.png,images/real/general_art/0_064394.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0281,0_063676.png,images/real/general_art/0_063676.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0282,0_061149.png,images/real/general_art/0_061149.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0283,0_063457.png,images/real/general_art/0_063457.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0284,0_061504.png,images/real/general_art/0_061504.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0285,0_063790.png,images/real/general_art/0_063790.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0286,0_062047.png,images/real/general_art/0_062047.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0287,0_060618.png,images/real/general_art/0_060618.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0288,0_063631.png,images/real/general_art/0_063631.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0289,0_064509.png,images/real/general_art/0_064509.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0290,0_060803.png,images/real/general_art/0_060803.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0291,0_060415.png,images/real/general_art/0_060415.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0292,0_064429.png,images/real/general_art/0_064429.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0293,0_060121.png,images/real/general_art/0_060121.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0294,0_060765.png,images/real/general_art/0_060765.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0295,0_061937.png,images/real/general_art/0_061937.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0296,0_061363.png,images/real/general_art/0_061363.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0297,0_063330.png,images/real/general_art/0_063330.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0298,0_063979.png,images/real/general_art/0_063979.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0299,0_063944.png,images/real/general_art/0_063944.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0300,0_061752.png,images/real/general_art/0_061752.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0301,0_063286.png,images/real/general_art/0_063286.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0302,0_060481.png,images/real/general_art/0_060481.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0303,0_061349.png,images/real/general_art/0_061349.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0304,0_063105.png,images/real/general_art/0_063105.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0305,0_060018.png,images/real/general_art/0_060018.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0306,0_063199.png,images/real/general_art/0_063199.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0307,0_062173.png,images/real/general_art/0_062173.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0308,0_063728.png,images/real/general_art/0_063728.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0309,0_062337.png,images/real/general_art/0_062337.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0310,0_063466.png,images/real/general_art/0_063466.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0311,0_064553.png,images/real/general_art/0_064553.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0312,0_063987.png,images/real/general_art/0_063987.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0313,0_061269.png,images/real/general_art/0_061269.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0314,0_061556.png,images/real/general_art/0_061556.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0315,0_062431.png,images/real/general_art/0_062431.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0316,0_061784.png,images/real/general_art/0_061784.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0317,0_060480.png,images/real/general_art/0_060480.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0318,0_064745.png,images/real/general_art/0_064745.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0319,0_064442.png,images/real/general_art/0_064442.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0320,0_060500.png,images/real/general_art/0_060500.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0321,0_062570.png,images/real/general_art/0_062570.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0322,0_060469.png,images/real/general_art/0_060469.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0323,0_060411.png,images/real/general_art/0_060411.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0324,0_064786.png,images/real/general_art/0_064786.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0325,0_063906.png,images/real/general_art/0_063906.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0326,0_064120.png,images/real/general_art/0_064120.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0327,0_064351.png,images/real/general_art/0_064351.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0328,0_061290.png,images/real/general_art/0_061290.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0329,0_060466.png,images/real/general_art/0_060466.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0330,0_064161.png,images/real/general_art/0_064161.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0331,0_060657.png,images/real/general_art/0_060657.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0332,0_061523.png,images/real/general_art/0_061523.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0333,0_060562.png,images/real/general_art/0_060562.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0334,0_064875.png,images/real/general_art/0_064875.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0335,0_060557.png,images/real/general_art/0_060557.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0336,0_061927.png,images/real/general_art/0_061927.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0337,0_063308.png,images/real/general_art/0_063308.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0338,0_060983.png,images/real/general_art/0_060983.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0339,0_064667.png,images/real/general_art/0_064667.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0340,0_062017.png,images/real/general_art/0_062017.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0341,0_064743.png,images/real/general_art/0_064743.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0342,0_064871.png,images/real/general_art/0_064871.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0343,0_060326.png,images/real/general_art/0_060326.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0344,0_065074.png,images/real/general_art/0_065074.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0345,0_060672.png,images/real/general_art/0_060672.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0346,0_063435.png,images/real/general_art/0_063435.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0347,0_064782.png,images/real/general_art/0_064782.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0348,0_064631.png,images/real/general_art/0_064631.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0349,0_064283.png,images/real/general_art/0_064283.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0350,0_062592.png,images/real/general_art/0_062592.png,real,human,general_art,data\raw\art_dataset\real\general_art
real_0351,0_066307.png,images/real/illustrations/0_066307.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0352,0_066075.png,images/real/illustrations/0_066075.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0353,0_067982.png,images/real/illustrations/0_067982.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0354,0_066525.png,images/real/illustrations/0_066525.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0355,0_066216.png,images/real/illustrations/0_066216.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0356,0_066326.png,images/real/illustrations/0_066326.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0357,0_066860.png,images/real/illustrations/0_066860.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0358,0_065774.png,images/real/illustrations/0_065774.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0359,0_067990.png,images/real/illustrations/0_067990.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0360,0_067882.png,images/real/illustrations/0_067882.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0361,0_066467.png,images/real/illustrations/0_066467.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0362,0_067111.png,images/real/illustrations/0_067111.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0363,0_066534.png,images/real/illustrations/0_066534.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0364,0_065535.png,images/real/illustrations/0_065535.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0365,0_065276.png,images/real/illustrations/0_065276.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0366,0_067116.png,images/real/illustrations/0_067116.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0367,0_067783.png,images/real/illustrations/0_067783.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0368,0_067545.png,images/real/illustrations/0_067545.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0369,0_065647.png,images/real/illustrations/0_065647.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0370,0_065538.png,images/real/illustrations/0_065538.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0371,0_067441.png,images/real/illustrations/0_067441.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0372,0_066112.png,images/real/illustrations/0_066112.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0373,0_067311.png,images/real/illustrations/0_067311.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0374,0_066325.png,images/real/illustrations/0_066325.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0375,0_065780.png,images/real/illustrations/0_065780.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0376,0_066668.png,images/real/illustrations/0_066668.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0377,0_065519.png,images/real/illustrations/0_065519.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0378,0_066239.png,images/real/illustrations/0_066239.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0379,0_066752.png,images/real/illustrations/0_066752.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0380,0_066406.png,images/real/illustrations/0_066406.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0381,0_065884.png,images/real/illustrations/0_065884.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0382,0_067033.png,images/real/illustrations/0_067033.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0383,0_067464.png,images/real/illustrations/0_067464.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0384,0_066478.png,images/real/illustrations/0_066478.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0385,0_067744.png,images/real/illustrations/0_067744.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0386,0_067917.png,images/real/illustrations/0_067917.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0387,0_067405.png,images/real/illustrations/0_067405.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0388,0_065270.png,images/real/illustrations/0_065270.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0389,0_067974.png,images/real/illustrations/0_067974.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0390,0_067510.png,images/real/illustrations/0_067510.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0391,0_066465.png,images/real/illustrations/0_066465.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0392,0_067956.png,images/real/illustrations/0_067956.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0393,0_065662.png,images/real/illustrations/0_065662.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0394,0_065788.png,images/real/illustrations/0_065788.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0395,0_066322.png,images/real/illustrations/0_066322.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0396,0_065710.png,images/real/illustrations/0_065710.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0397,0_065676.png,images/real/illustrations/0_065676.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0398,0_067505.png,images/real/illustrations/0_067505.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0399,0_065874.png,images/real/illustrations/0_065874.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0400,0_066354.png,images/real/illustrations/0_066354.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0401,0_066393.png,images/real/illustrations/0_066393.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0402,0_067716.png,images/real/illustrations/0_067716.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0403,0_066101.png,images/real/illustrations/0_066101.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0404,0_066643.png,images/real/illustrations/0_066643.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0405,0_066072.png,images/real/illustrations/0_066072.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0406,0_067836.png,images/real/illustrations/0_067836.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0407,0_066320.png,images/real/illustrations/0_066320.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0408,0_067309.png,images/real/illustrations/0_067309.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0409,0_067240.png,images/real/illustrations/0_067240.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0410,0_066267.png,images/real/illustrations/0_066267.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0411,0_065446.png,images/real/illustrations/0_065446.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0412,0_065616.png,images/real/illustrations/0_065616.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0413,0_067837.png,images/real/illustrations/0_067837.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0414,0_066973.png,images/real/illustrations/0_066973.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0415,0_066372.png,images/real/illustrations/0_066372.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0416,0_065418.png,images/real/illustrations/0_065418.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0417,0_065252.png,images/real/illustrations/0_065252.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0418,0_066605.png,images/real/illustrations/0_066605.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0419,0_065773.png,images/real/illustrations/0_065773.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0420,0_067848.png,images/real/illustrations/0_067848.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0421,0_066311.png,images/real/illustrations/0_066311.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0422,0_065899.png,images/real/illustrations/0_065899.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0423,0_067048.png,images/real/illustrations/0_067048.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0424,0_067498.png,images/real/illustrations/0_067498.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0425,0_066990.png,images/real/illustrations/0_066990.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0426,0_067536.png,images/real/illustrations/0_067536.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0427,0_065277.png,images/real/illustrations/0_065277.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0428,0_065696.png,images/real/illustrations/0_065696.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0429,0_065546.png,images/real/illustrations/0_065546.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0430,0_065848.png,images/real/illustrations/0_065848.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0431,0_067473.png,images/real/illustrations/0_067473.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0432,0_065385.png,images/real/illustrations/0_065385.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0433,0_066751.png,images/real/illustrations/0_066751.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0434,0_067624.png,images/real/illustrations/0_067624.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0435,0_067502.png,images/real/illustrations/0_067502.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0436,0_065844.png,images/real/illustrations/0_065844.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0437,0_066999.png,images/real/illustrations/0_066999.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0438,0_065760.png,images/real/illustrations/0_065760.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0439,0_065409.png,images/real/illustrations/0_065409.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0440,0_066501.png,images/real/illustrations/0_066501.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0441,0_066732.png,images/real/illustrations/0_066732.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0442,0_065401.png,images/real/illustrations/0_065401.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0443,0_066704.png,images/real/illustrations/0_066704.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0444,0_066099.png,images/real/illustrations/0_066099.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0445,0_068032.png,images/real/illustrations/0_068032.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0446,0_066261.png,images/real/illustrations/0_066261.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0447,0_067970.png,images/real/illustrations/0_067970.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0448,0_065659.png,images/real/illustrations/0_065659.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0449,0_066687.png,images/real/illustrations/0_066687.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0450,0_067532.png,images/real/illustrations/0_067532.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0451,0_066903.png,images/real/illustrations/0_066903.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0452,0_067781.png,images/real/illustrations/0_067781.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0453,0_065871.png,images/real/illustrations/0_065871.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0454,0_066208.png,images/real/illustrations/0_066208.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0455,0_065903.png,images/real/illustrations/0_065903.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0456,0_065964.png,images/real/illustrations/0_065964.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0457,0_066927.png,images/real/illustrations/0_066927.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0458,0_065339.png,images/real/illustrations/0_065339.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0459,0_065973.png,images/real/illustrations/0_065973.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0460,0_066599.png,images/real/illustrations/0_066599.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0461,0_066925.png,images/real/illustrations/0_066925.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0462,0_066255.png,images/real/illustrations/0_066255.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0463,0_066331.png,images/real/illustrations/0_066331.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0464,0_065890.png,images/real/illustrations/0_065890.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0465,0_065680.png,images/real/illustrations/0_065680.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0466,0_066805.png,images/real/illustrations/0_066805.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0467,0_065396.png,images/real/illustrations/0_065396.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0468,0_067166.png,images/real/illustrations/0_067166.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0469,0_066150.png,images/real/illustrations/0_066150.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0470,0_066056.png,images/real/illustrations/0_066056.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0471,0_067124.png,images/real/illustrations/0_067124.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0472,0_066671.png,images/real/illustrations/0_066671.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0473,0_066489.png,images/real/illustrations/0_066489.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0474,0_066171.png,images/real/illustrations/0_066171.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0475,0_066152.png,images/real/illustrations/0_066152.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0476,0_065334.png,images/real/illustrations/0_065334.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0477,0_067942.png,images/real/illustrations/0_067942.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0478,0_066030.png,images/real/illustrations/0_066030.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0479,0_066871.png,images/real/illustrations/0_066871.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0480,0_066583.png,images/real/illustrations/0_066583.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0481,0_066380.png,images/real/illustrations/0_066380.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0482,0_065522.png,images/real/illustrations/0_065522.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0483,0_066382.png,images/real/illustrations/0_066382.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0484,0_066677.png,images/real/illustrations/0_066677.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0485,0_067866.png,images/real/illustrations/0_067866.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0486,0_067325.png,images/real/illustrations/0_067325.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0487,0_066876.png,images/real/illustrations/0_066876.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0488,0_068022.png,images/real/illustrations/0_068022.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0489,0_067435.png,images/real/illustrations/0_067435.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0490,0_066595.png,images/real/illustrations/0_066595.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0491,0_065351.png,images/real/illustrations/0_065351.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0492,0_066308.png,images/real/illustrations/0_066308.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0493,0_065970.png,images/real/illustrations/0_065970.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0494,0_067617.png,images/real/illustrations/0_067617.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0495,0_065394.png,images/real/illustrations/0_065394.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0496,0_065682.png,images/real/illustrations/0_065682.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0497,0_067682.png,images/real/illustrations/0_067682.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0498,0_067018.png,images/real/illustrations/0_067018.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0499,0_066654.png,images/real/illustrations/0_066654.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
real_0500,0_066523.png,images/real/illustrations/0_066523.png,real,human,illustrations,data\raw\art_dataset\real\illustrations
fake_0001,1_134673.png,images/fake/dalle/1_134673.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0002,1_137456.png,images/fake/dalle/1_137456.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0003,1_135903.png,images/fake/dalle/1_135903.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0004,1_126910.png,images/fake/dalle/1_126910.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0005,1_133835.png,images/fake/dalle/1_133835.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0006,1_139753.png,images/fake/dalle/1_139753.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0007,1_136970.png,images/fake/dalle/1_136970.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0008,1_128130.png,images/fake/dalle/1_128130.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0009,1_129189.png,images/fake/dalle/1_129189.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
