image_id,image_filename,true_label,generator_model,art_style,subfolder,original_filename
img_000359,img_000359.jpg,ai,starryai,StarryAI_art,starryai,1_174830.png
img_000360,img_000360.jpg,human,human,general_art,general_art,0_064786.png
img_000361,img_000361.jpg,human,human,renaissance,classical_art,0_033787.png
img_000362,img_000362.jpg,ai,dalle,DALL-E_art,dalle,1_136607.png
img_000363,img_000363.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_140309.png
img_000364,img_000364.jpg,human,human,romanticism,classical_art,0_035939.png
img_000365,img_000365.jpg,human,human,baroque,classical_art,0_051370.png
img_000366,img_000366.jpg,ai,dalle,DALL-E_art,dalle,1_136848.png
img_000367,img_000367.jpg,human,human,general_art,general_art,0_060562.png
img_000368,img_000368.jpg,human,human,general_art,general_art,0_064418.png
img_000369,img_000369.jpg,human,human,post_impressionism,classical_art,0_021052.png
img_000370,img_000370.jpg,ai,dalle,DALL-E_art,dalle,1_129994.png
img_000371,img_000371.jpg,human,human,illustrations,illustrations,0_066523.png
img_000372,img_000372.jpg,ai,starryai,StarryAI_art,starryai,1_173485.png
img_000373,img_000373.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_167649.png
img_000374,img_000374.jpg,ai,stable_diffusion,ukiyo-e,stable_diffusion,1_102524.png
img_000375,img_000375.jpg,ai,stable_diffusion,romanticism,stable_diffusion,1_090157.png
img_000376,img_000376.jpg,ai,dalle,DALL-E_art,dalle,1_133491.png
img_000377,img_000377.jpg,human,human,illustrations,illustrations,0_067990.png
img_000378,img_000378.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_152823.png
img_000379,img_000379.jpg,human,human,general_art,general_art,0_061756.png
img_000380,img_000380.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_150584.png
img_000381,img_000381.jpg,human,human,realism,classical_art,0_025218.png
img_000382,img_000382.jpg,ai,stable_diffusion,baroque,stable_diffusion,1_058078.png
img_000383,img_000383.jpg,ai,dalle,DALL-E_art,dalle,1_128459.png
img_000384,img_000384.jpg,ai,dalle,DALL-E_pixiv,dalle,1_130885.png
img_000385,img_000385.jpg,ai,midjourney,Midjourney_art,midjourney,1_165593.png
img_000386,img_000386.jpg,ai,stable_diffusion,ukiyo-e,stable_diffusion,1_124354.png
img_000387,img_000387.jpg,human,human,illustrations,illustrations,0_066239.png
img_000388,img_000388.jpg,human,human,realism,classical_art,0_029932.png
img_000389,img_000389.jpg,human,human,illustrations,illustrations,0_066595.png
img_000390,img_000390.jpg,human,human,impressionism,classical_art,0_016867.png
img_000391,img_000391.jpg,ai,starryai,StarryAI_art,starryai,1_173640.png
img_000392,img_000392.jpg,human,human,general_art,general_art,0_061559.png
img_000393,img_000393.jpg,human,human,general_art,general_art,0_064161.png
img_000394,img_000394.jpg,ai,starryai,StarryAI_pixiv,starryai,1_177378.png
img_000395,img_000395.jpg,human,human,expressionism,classical_art,0_011324.png
img_000396,img_000396.jpg,ai,dalle,DALL-E_art,dalle,1_135142.png
img_000397,img_000397.jpg,human,human,illustrations,illustrations,0_066903.png
img_000398,img_000398.jpg,human,human,baroque,classical_art,0_007194.png
img_000399,img_000399.jpg,ai,midjourney,Midjourney_art,midjourney,1_163606.png
img_000400,img_000400.jpg,ai,dalle,DALL-E_art,dalle,1_129189.png
img_000401,img_000401.jpg,human,human,illustrations,illustrations,0_065659.png
img_000402,img_000402.jpg,ai,stable_diffusion,renaissance,stable_diffusion,1_121970.png
img_000403,img_000403.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_143459.png
img_000404,img_000404.jpg,human,human,illustrations,illustrations,0_066171.png
img_000405,img_000405.jpg,human,human,illustrations,illustrations,0_065396.png
img_000406,img_000406.jpg,ai,stable_diffusion,realism,stable_diffusion,1_080873.png
img_000407,img_000407.jpg,human,human,illustrations,illustrations,0_065418.png
img_000408,img_000408.jpg,human,human,romanticism,classical_art,0_039399.png
img_000409,img_000409.jpg,ai,dalle,DALL-E_pixiv,dalle,1_132348.png
img_000410,img_000410.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_168824.png
img_000411,img_000411.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_162050.png
img_000412,img_000412.jpg,ai,original_ldm,romanticism,original_ldm,1_039763.png
img_000413,img_000413.jpg,human,human,illustrations,illustrations,0_066393.png
img_000414,img_000414.jpg,human,human,art_nouveau,classical_art,0_004175.png
img_000415,img_000415.jpg,human,human,ukiyo_e,classical_art,0_047031.png
img_000416,img_000416.jpg,human,human,general_art,general_art,0_061991.png
img_000417,img_000417.jpg,human,human,romanticism,classical_art,0_035872.png
img_000418,img_000418.jpg,human,human,illustrations,illustrations,0_065277.png
img_000419,img_000419.jpg,ai,stable_diffusion,expressionism,stable_diffusion,1_065485.png
img_000420,img_000420.jpg,human,human,ukiyo_e,classical_art,0_049240.png
img_000421,img_000421.jpg,ai,stable_diffusion,renaissance,stable_diffusion,1_086676.png
img_000422,img_000422.jpg,human,human,renaissance,classical_art,0_034376.png
img_000423,img_000423.jpg,ai,starryai,StarryAI_pixiv,starryai,1_176548.png
img_000424,img_000424.jpg,ai,midjourney,Midjourney_art,midjourney,1_159605.png
img_000425,img_000425.jpg,ai,stable_diffusion,realism,stable_diffusion,1_080174.png
img_000426,img_000426.jpg,human,human,impressionism,classical_art,0_019393.png
img_000427,img_000427.jpg,human,human,baroque,classical_art,0_006171.png
img_000428,img_000428.jpg,human,human,general_art,general_art,0_060557.png
img_000429,img_000429.jpg,ai,original_ldm,expressionism,original_ldm,1_011556.png
img_000430,img_000430.jpg,human,human,baroque,classical_art,0_006877.png
img_000431,img_000431.jpg,human,human,illustrations,illustrations,0_065696.png
img_000432,img_000432.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_145789.png
img_000433,img_000433.jpg,human,human,renaissance,classical_art,0_033109.png
img_000434,img_000434.jpg,ai,midjourney,Midjourney_art,midjourney,1_163715.png
img_000435,img_000435.jpg,ai,dalle,DALL-E_art,dalle,1_128517.png
img_000436,img_000436.jpg,ai,starryai,StarryAI_art,starryai,1_174540.png
img_000437,img_000437.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_142060.png
img_000438,img_000438.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_160577.png
img_000439,img_000439.jpg,human,human,expressionism,classical_art,0_010917.png
img_000440,img_000440.jpg,human,human,illustrations,illustrations,0_066860.png
img_000441,img_000441.jpg,human,human,general_art,general_art,0_060795.png
img_000442,img_000442.jpg,human,human,realism,classical_art,0_029838.png
img_000443,img_000443.jpg,human,human,baroque,classical_art,0_051267.png
img_000444,img_000444.jpg,human,human,general_art,general_art,0_063199.png
img_000445,img_000445.jpg,human,human,expressionism,classical_art,0_014345.png
img_000446,img_000446.jpg,ai,dalle,DALL-E_pixiv,dalle,1_131514.png
img_000447,img_000447.jpg,human,human,impressionism,classical_art,0_053978.png
img_000448,img_000448.jpg,human,human,illustrations,illustrations,0_066805.png
img_000449,img_000449.jpg,ai,starryai,StarryAI_pixiv,starryai,1_175284.png
img_000450,img_000450.jpg,human,human,general_art,general_art,0_061752.png
img_000451,img_000451.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_154194.png
img_000452,img_000452.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_148839.png
img_000453,img_000453.jpg,ai,original_ldm,realism,original_ldm,1_110063.png
img_000454,img_000454.jpg,human,human,art_nouveau,classical_art,0_002966.png
img_000455,img_000455.jpg,ai,original_ldm,surrealism,original_ldm,1_041269.png
img_000456,img_000456.jpg,ai,stable_diffusion,surrealism,stable_diffusion,1_123790.png
img_000457,img_000457.jpg,ai,original_ldm,art_nouveau,original_ldm,1_001281.png
img_000458,img_000458.jpg,human,human,ukiyo_e,classical_art,0_045258.png
img_000459,img_000459.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_140467.png
img_000460,img_000460.jpg,ai,stable_diffusion,baroque,stable_diffusion,1_116106.png
img_000461,img_000461.jpg,human,human,baroque,classical_art,0_009599.png
img_000462,img_000462.jpg,ai,stable_diffusion,post_impressionism,stable_diffusion,1_078007.png
img_000463,img_000463.jpg,ai,stable_diffusion,romanticism,stable_diffusion,1_094308.png
img_000464,img_000464.jpg,ai,dalle,DALL-E_art,dalle,1_127101.png
img_000465,img_000465.jpg,ai,original_ldm,expressionism,original_ldm,1_013156.png
img_000466,img_000466.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_153068.png
img_000467,img_000467.jpg,human,human,expressionism,classical_art,0_013064.png
img_000468,img_000468.jpg,human,human,illustrations,illustrations,0_066382.png
img_000469,img_000469.jpg,human,human,post_impressionism,classical_art,0_024970.png
img_000470,img_000470.jpg,ai,midjourney,Midjourney_art,midjourney,1_160052.png
img_000471,img_000471.jpg,human,human,general_art,general_art,0_063457.png
img_000472,img_000472.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_167881.png
img_000473,img_000473.jpg,human,human,general_art,general_art,0_062282.png
img_000474,img_000474.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_155520.png
img_000475,img_000475.jpg,human,human,illustrations,illustrations,0_067624.png
img_000476,img_000476.jpg,ai,dalle,DALL-E_pixiv,dalle,1_138909.png
img_000477,img_000477.jpg,human,human,illustrations,illustrations,0_067502.png
img_000478,img_000478.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_153741.png
img_000479,img_000479.jpg,ai,stable_diffusion,realism,stable_diffusion,1_081901.png
img_000480,img_000480.jpg,ai,starryai,StarryAI_pixiv,starryai,1_176946.png
img_000481,img_000481.jpg,ai,original_ldm,realism,original_ldm,1_025535.png
img_000482,img_000482.jpg,ai,original_ldm,ukiyo-e,original_ldm,1_114707.png
img_000483,img_000483.jpg,ai,stable_diffusion,post_impressionism,stable_diffusion,1_074284.png
img_000484,img_000484.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_154404.png
img_000485,img_000485.jpg,ai,original_ldm,post_impressionism,original_ldm,1_109119.png
img_000486,img_000486.jpg,human,human,illustrations,illustrations,0_066320.png
img_000487,img_000487.jpg,ai,original_ldm,ukiyo-e,original_ldm,1_047147.png
img_000488,img_000488.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_145472.png
img_000489,img_000489.jpg,human,human,general_art,general_art,0_060411.png
img_000490,img_000490.jpg,human,human,illustrations,illustrations,0_067974.png
img_000491,img_000491.jpg,human,human,impressionism,classical_art,0_018114.png
img_000492,img_000492.jpg,ai,original_ldm,baroque,original_ldm,1_008069.png
img_000493,img_000493.jpg,human,human,post_impressionism,classical_art,0_022172.png
img_000494,img_000494.jpg,ai,original_ldm,ukiyo-e,original_ldm,1_047459.png
img_000495,img_000495.jpg,human,human,general_art,general_art,0_060657.png
img_000496,img_000496.jpg,human,human,romanticism,classical_art,0_038717.png
img_000497,img_000497.jpg,human,human,general_art,general_art,0_064394.png
img_000498,img_000498.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_145499.png
img_000499,img_000499.jpg,ai,stable_diffusion,baroque,stable_diffusion,1_060749.png
img_000500,img_000500.jpg,ai,stable_diffusion,expressionism,stable_diffusion,1_062835.png
img_000501,img_000501.jpg,ai,stable_diffusion,renaissance,stable_diffusion,1_086243.png
img_000502,img_000502.jpg,human,human,post_impressionism,classical_art,0_021353.png
img_000503,img_000503.jpg,human,human,illustrations,illustrations,0_065788.png
img_000504,img_000504.jpg,human,human,general_art,general_art,0_060672.png
img_000505,img_000505.jpg,ai,midjourney,Midjourney_art,midjourney,1_167153.png
img_000506,img_000506.jpg,human,human,baroque,classical_art,0_005543.png
img_000507,img_000507.jpg,human,human,realism,classical_art,0_055866.png
img_000508,img_000508.jpg,ai,starryai,StarryAI_art,starryai,1_175026.png
img_000509,img_000509.jpg,human,human,illustrations,illustrations,0_067783.png
img_000510,img_000510.jpg,ai,dalle,DALL-E_art,dalle,1_128159.png
img_000511,img_000511.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_145779.png
img_000512,img_000512.jpg,ai,original_ldm,ukiyo-e,original_ldm,1_048715.png
img_000513,img_000513.jpg,ai,original_ldm,art_nouveau,original_ldm,1_105304.png
img_000514,img_000514.jpg,human,human,surrealism,classical_art,0_043680.png
img_000515,img_000515.jpg,human,human,renaissance,classical_art,0_056638.png
img_000516,img_000516.jpg,human,human,general_art,general_art,0_062780.png
img_000517,img_000517.jpg,human,human,surrealism,classical_art,0_042277.png
img_000518,img_000518.jpg,ai,midjourney,Midjourney_art,midjourney,1_155834.png
img_000519,img_000519.jpg,human,human,illustrations,illustrations,0_065874.png
img_000520,img_000520.jpg,human,human,illustrations,illustrations,0_067405.png
img_000521,img_000521.jpg,ai,starryai,StarryAI_art,starryai,1_172989.png
img_000522,img_000522.jpg,ai,original_ldm,romanticism,original_ldm,1_112801.png
img_000523,img_000523.jpg,ai,original_ldm,renaissance,original_ldm,1_032279.png
img_000524,img_000524.jpg,ai,starryai,StarryAI_pixiv,starryai,1_177849.png
img_000525,img_000525.jpg,ai,original_ldm,impressionism,original_ldm,1_015726.png
img_000526,img_000526.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_152807.png
img_000527,img_000527.jpg,ai,dalle,DALL-E_art,dalle,1_134177.png
img_000528,img_000528.jpg,ai,stable_diffusion,ukiyo-e,stable_diffusion,1_101122.png
img_000529,img_000529.jpg,human,human,general_art,general_art,0_064721.png
img_000530,img_000530.jpg,human,human,surrealism,classical_art,0_044465.png
img_000531,img_000531.jpg,human,human,romanticism,classical_art,0_036296.png
img_000532,img_000532.jpg,human,human,romanticism,classical_art,0_039159.png
img_000533,img_000533.jpg,ai,dalle,DALL-E_art,dalle,1_126910.png
img_000534,img_000534.jpg,human,human,illustrations,illustrations,0_066261.png
img_000535,img_000535.jpg,ai,midjourney,Midjourney_art,midjourney,1_157610.png
img_000536,img_000536.jpg,ai,midjourney,Midjourney_art,midjourney,1_166489.png
img_000537,img_000537.jpg,human,human,general_art,general_art,0_063728.png
img_000538,img_000538.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_169581.png
img_000539,img_000539.jpg,human,human,illustrations,illustrations,0_067866.png
img_000540,img_000540.jpg,ai,original_ldm,surrealism,original_ldm,1_046585.png
img_000541,img_000541.jpg,ai,dalle,DALL-E_pixiv,dalle,1_139753.png
img_000542,img_000542.jpg,human,human,illustrations,illustrations,0_066501.png
img_000543,img_000543.jpg,human,human,realism,classical_art,0_025713.png
img_000544,img_000544.jpg,ai,stable_diffusion,surrealism,stable_diffusion,1_094456.png
img_000545,img_000545.jpg,human,human,illustrations,illustrations,0_068032.png
img_000546,img_000546.jpg,ai,stable_diffusion,surrealism,stable_diffusion,1_123089.png
img_000547,img_000547.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_148135.png
img_000548,img_000548.jpg,ai,dalle,DALL-E_art,dalle,1_128130.png
img_000549,img_000549.jpg,ai,stable_diffusion,romanticism,stable_diffusion,1_092170.png
img_000550,img_000550.jpg,human,human,realism,classical_art,0_055544.png
img_000551,img_000551.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_140651.png
img_000552,img_000552.jpg,ai,original_ldm,ukiyo-e,original_ldm,1_049839.png
img_000553,img_000553.jpg,human,human,general_art,general_art,0_061937.png
img_000554,img_000554.jpg,human,human,art_nouveau,classical_art,0_004886.png
img_000555,img_000555.jpg,human,human,illustrations,illustrations,0_065871.png
img_000556,img_000556.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_150333.png
img_000557,img_000557.jpg,human,human,surrealism,classical_art,0_042167.png
img_000558,img_000558.jpg,human,human,ukiyo_e,classical_art,0_045483.png
img_000559,img_000559.jpg,human,human,illustrations,illustrations,0_065848.png
img_000560,img_000560.jpg,human,human,general_art,general_art,0_061363.png
img_000561,img_000561.jpg,human,human,illustrations,illustrations,0_067682.png
img_000562,img_000562.jpg,ai,stable_diffusion,renaissance,stable_diffusion,1_085116.png
img_000563,img_000563.jpg,human,human,renaissance,classical_art,0_056309.png
img_000564,img_000564.jpg,human,human,romanticism,classical_art,0_057251.png
img_000565,img_000565.jpg,human,human,ukiyo_e,classical_art,0_045553.png
img_000566,img_000566.jpg,human,human,ukiyo_e,classical_art,0_046886.png
img_000567,img_000567.jpg,human,human,surrealism,classical_art,0_044946.png
img_000568,img_000568.jpg,ai,dalle,DALL-E_art,dalle,1_136501.png
img_000569,img_000569.jpg,ai,dalle,DALL-E_pixiv,dalle,1_139780.png
img_000570,img_000570.jpg,ai,starryai,StarryAI_art,starryai,1_173947.png
img_000571,img_000571.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_141116.png
img_000572,img_000572.jpg,ai,starryai,StarryAI_art,starryai,1_178143.png
img_000573,img_000573.jpg,ai,original_ldm,post_impressionism,original_ldm,1_023461.png
img_000574,img_000574.jpg,human,human,illustrations,illustrations,0_066208.png
img_000575,img_000575.jpg,human,human,general_art,general_art,0_064283.png
img_000576,img_000576.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_161237.png
img_000577,img_000577.jpg,human,human,general_art,general_art,0_063532.png
img_000578,img_000578.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_153671.png
img_000579,img_000579.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_142488.png
img_000580,img_000580.jpg,human,human,renaissance,classical_art,0_056750.png
img_000581,img_000581.jpg,ai,dalle,DALL-E_pixiv,dalle,1_130817.png
img_000582,img_000582.jpg,human,human,general_art,general_art,0_063299.png
img_000583,img_000583.jpg,human,human,general_art,general_art,0_060500.png
img_000584,img_000584.jpg,human,human,general_art,general_art,0_062431.png
img_000585,img_000585.jpg,ai,midjourney,Midjourney_art,midjourney,1_162613.png
img_000586,img_000586.jpg,human,human,illustrations,illustrations,0_066643.png
img_000587,img_000587.jpg,ai,starryai,StarryAI_pixiv,starryai,1_176918.png
img_000588,img_000588.jpg,human,human,general_art,general_art,0_062592.png
img_000589,img_000589.jpg,ai,midjourney,Midjourney_art,midjourney,1_156872.png
img_000590,img_000590.jpg,human,human,romanticism,classical_art,0_039533.png
img_000591,img_000591.jpg,human,human,romanticism,classical_art,0_035095.png
img_000592,img_000592.jpg,ai,original_ldm,expressionism,original_ldm,1_107944.png
img_000593,img_000593.jpg,human,human,general_art,general_art,0_063906.png
img_000594,img_000594.jpg,human,human,realism,classical_art,0_027007.png
img_000595,img_000595.jpg,ai,starryai,StarryAI_pixiv,starryai,1_181498.png
img_000596,img_000596.jpg,ai,stable_diffusion,baroque,stable_diffusion,1_060764.png
img_000597,img_000597.jpg,ai,starryai,StarryAI_art,starryai,1_178582.png
img_000598,img_000598.jpg,ai,dalle,DALL-E_art,dalle,1_133735.png
img_000599,img_000599.jpg,human,human,illustrations,illustrations,0_065339.png
img_000600,img_000600.jpg,human,human,general_art,general_art,0_060497.png
img_000601,img_000601.jpg,human,human,art_nouveau,classical_art,0_004789.png
img_000602,img_000602.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_146281.png
img_000603,img_000603.jpg,ai,starryai,StarryAI_pixiv,starryai,1_181672.png
img_000604,img_000604.jpg,ai,midjourney,Midjourney_art,midjourney,1_166220.png
img_000605,img_000605.jpg,ai,dalle,DALL-E_art,dalle,1_136042.png
img_000606,img_000606.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_162216.png
img_000607,img_000607.jpg,ai,original_ldm,impressionism,original_ldm,1_016570.png
img_000608,img_000608.jpg,ai,original_ldm,surrealism,original_ldm,1_113198.png
img_000609,img_000609.jpg,human,human,art_nouveau,classical_art,0_003459.png
img_000610,img_000610.jpg,human,human,illustrations,illustrations,0_066308.png
img_000611,img_000611.jpg,ai,original_ldm,post_impressionism,original_ldm,1_023189.png
img_000612,img_000612.jpg,human,human,ukiyo_e,classical_art,0_049212.png
img_000613,img_000613.jpg,ai,starryai,StarryAI_pixiv,starryai,1_175891.png
img_000614,img_000614.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_144043.png
img_000615,img_000615.jpg,ai,original_ldm,surrealism,original_ldm,1_113469.png
img_000616,img_000616.jpg,ai,stable_diffusion,renaissance,stable_diffusion,1_087365.png
img_000617,img_000617.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_143563.png
img_000618,img_000618.jpg,human,human,post_impressionism,classical_art,0_024364.png
img_000619,img_000619.jpg,human,human,baroque,classical_art,0_007021.png
img_000620,img_000620.jpg,human,human,impressionism,classical_art,0_017402.png
img_000621,img_000621.jpg,human,human,renaissance,classical_art,0_032188.png
img_000622,img_000622.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_161466.png
img_000623,img_000623.jpg,ai,starryai,StarryAI_pixiv,starryai,1_176867.png
img_000624,img_000624.jpg,ai,starryai,StarryAI_art,starryai,1_171429.png
img_000625,img_000625.jpg,ai,starryai,StarryAI_art,starryai,1_178237.png
img_000626,img_000626.jpg,human,human,ukiyo_e,classical_art,0_048589.png
img_000627,img_000627.jpg,ai,starryai,StarryAI_art,starryai,1_178631.png
img_000628,img_000628.jpg,ai,midjourney,Midjourney_art,midjourney,1_163821.png
img_000629,img_000629.jpg,human,human,general_art,general_art,0_063631.png
img_000630,img_000630.jpg,ai,starryai,StarryAI_art,starryai,1_173148.png
img_000631,img_000631.jpg,ai,dalle,DALL-E_pixiv,dalle,1_137889.png
img_000632,img_000632.jpg,human,human,general_art,general_art,0_063987.png
img_000633,img_000633.jpg,human,human,illustrations,illustrations,0_065519.png
img_000634,img_000634.jpg,ai,original_ldm,baroque,original_ldm,1_009431.png
img_000635,img_000635.jpg,human,human,illustrations,illustrations,0_066654.png
img_000636,img_000636.jpg,ai,stable_diffusion,romanticism,stable_diffusion,1_092231.png
img_000637,img_000637.jpg,human,human,illustrations,illustrations,0_066489.png
img_000638,img_000638.jpg,human,human,general_art,general_art,0_064678.png
img_000639,img_000639.jpg,human,human,ukiyo_e,classical_art,0_049821.png
img_000640,img_000640.jpg,ai,midjourney,Midjourney_art,midjourney,1_159649.png
img_000641,img_000641.jpg,human,human,illustrations,illustrations,0_065546.png
img_000642,img_000642.jpg,ai,midjourney,Midjourney_art,midjourney,1_166944.png
img_000643,img_000643.jpg,human,human,general_art,general_art,0_060466.png
img_000644,img_000644.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_143587.png
img_000645,img_000645.jpg,ai,dalle,DALL-E_art,dalle,1_132933.png
img_000646,img_000646.jpg,human,human,general_art,general_art,0_063368.png
img_000647,img_000647.jpg,human,human,expressionism,classical_art,0_011253.png
img_000648,img_000648.jpg,ai,starryai,StarryAI_art,starryai,1_174448.png
img_000649,img_000649.jpg,ai,dalle,DALL-E_art,dalle,1_134673.png
img_000650,img_000650.jpg,human,human,realism,classical_art,0_026829.png
img_000651,img_000651.jpg,ai,midjourney,Midjourney_art,midjourney,1_163360.png
img_000652,img_000652.jpg,ai,stable_diffusion,renaissance,stable_diffusion,1_121726.png
img_000653,img_000653.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_148157.png
img_000654,img_000654.jpg,ai,original_ldm,ukiyo-e,original_ldm,1_049800.png
img_000655,img_000655.jpg,ai,stable_diffusion,surrealism,stable_diffusion,1_099689.png
img_000656,img_000656.jpg,ai,starryai,StarryAI_pixiv,starryai,1_176629.png
img_000657,img_000657.jpg,ai,starryai,StarryAI_art,starryai,1_178864.png
img_000658,img_000658.jpg,ai,original_ldm,ukiyo-e,original_ldm,1_114925.png
img_000659,img_000659.jpg,human,human,illustrations,illustrations,0_067956.png
img_000660,img_000660.jpg,human,human,surrealism,classical_art,0_042941.png
img_000661,img_000661.jpg,human,human,art_nouveau,classical_art,0_001311.png
img_000662,img_000662.jpg,ai,starryai,StarryAI_pixiv,starryai,1_181827.png
img_000663,img_000663.jpg,ai,starryai,StarryAI_pixiv,starryai,1_182431.png
img_000664,img_000664.jpg,ai,midjourney,Midjourney_pixiv,midjourney,1_161725.png
img_000665,img_000665.jpg,ai,midjourney,Midjourney_art,midjourney,1_164808.png
img_000666,img_000666.jpg,human,human,general_art,general_art,0_060618.png
img_000667,img_000667.jpg,ai,original_ldm,romanticism,original_ldm,1_039296.png
img_000668,img_000668.jpg,human,human,illustrations,illustrations,0_065780.png
img_000669,img_000669.jpg,human,human,post_impressionism,classical_art,0_021736.png
img_000670,img_000670.jpg,ai,stable_diffusion,ukiyo-e,stable_diffusion,1_103220.png
img_000671,img_000671.jpg,ai,stable_diffusion,impressionism,stable_diffusion,1_069887.png
img_000672,img_000672.jpg,ai,starryai,StarryAI_art,starryai,1_170176.png
img_000673,img_000673.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_145683.png
img_000674,img_000674.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_147093.png
img_000675,img_000675.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_144463.png
img_000676,img_000676.jpg,human,human,post_impressionism,classical_art,0_054980.png
img_000677,img_000677.jpg,human,human,renaissance,classical_art,0_056974.png
img_000678,img_000678.jpg,ai,dalle,DALL-E_art,dalle,1_134215.png
img_000679,img_000679.jpg,human,human,expressionism,classical_art,0_012656.png
img_000680,img_000680.jpg,ai,midjourney,Midjourney_art,midjourney,1_157398.png
img_000681,img_000681.jpg,ai,stable_diffusion,post_impressionism,stable_diffusion,1_078543.png
img_000682,img_000682.jpg,human,human,renaissance,classical_art,0_031717.png
img_000683,img_000683.jpg,human,human,general_art,general_art,0_064351.png
img_000684,img_000684.jpg,human,human,realism,classical_art,0_028457.png
img_000685,img_000685.jpg,ai,starryai,StarryAI_art,starryai,1_173555.png
img_000686,img_000686.jpg,human,human,illustrations,illustrations,0_066671.png
img_000687,img_000687.jpg,ai,starryai,StarryAI_pixiv,starryai,1_180957.png
img_000688,img_000688.jpg,human,human,general_art,general_art,0_061570.png
img_000689,img_000689.jpg,ai,midjourney,Midjourney_art,midjourney,1_158876.png
img_000690,img_000690.jpg,human,human,art_nouveau,classical_art,0_000521.png
img_000691,img_000691.jpg,ai,stable_diffusion,surrealism,stable_diffusion,1_096614.png
img_000692,img_000692.jpg,human,human,ukiyo_e,classical_art,0_047707.png
img_000693,img_000693.jpg,ai,starryai,StarryAI_pixiv,starryai,1_176956.png
img_000694,img_000694.jpg,human,human,surrealism,classical_art,0_041764.png
img_000695,img_000695.jpg,human,human,illustrations,illustrations,0_065773.png
img_000696,img_000696.jpg,human,human,illustrations,illustrations,0_066056.png
img_000697,img_000697.jpg,ai,original_ldm,romanticism,original_ldm,1_041145.png
img_000698,img_000698.jpg,ai,dreamstudio,DreamStudio_pixiv,dreamstudio,1_154851.png
img_000699,img_000699.jpg,ai,midjourney,Midjourney_art,midjourney,1_164774.png
img_000700,img_000700.jpg,ai,dalle,DALL-E_pixiv,dalle,1_138229.png
img_000701,img_000701.jpg,human,human,surrealism,classical_art,0_040838.png
img_000702,img_000702.jpg,ai,original_ldm,impressionism,original_ldm,1_020053.png
img_000703,img_000703.jpg,ai,starryai,StarryAI_art,starryai,1_173140.png
img_000704,img_000704.jpg,human,human,illustrations,illustrations,0_066406.png
img_000705,img_000705.jpg,human,human,general_art,general_art,0_062037.png
img_000706,img_000706.jpg,ai,midjourney,Midjourney_art,midjourney,1_157503.png
img_000707,img_000707.jpg,ai,midjourney,Midjourney_art,midjourney,1_158376.png
img_000708,img_000708.jpg,human,human,general_art,general_art,0_060896.png
img_000709,img_000709.jpg,ai,starryai,StarryAI_art,starryai,1_179476.png
img_000710,img_000710.jpg,human,human,art_nouveau,classical_art,0_002153.png
img_000711,img_000711.jpg,ai,original_ldm,baroque,original_ldm,1_008885.png
img_000712,img_000712.jpg,ai,dreamstudio,DreamStudio_art,dreamstudio,1_142083.png
